09:05:26.049 
 _____     _ _ _
|_   _| __(_) (_)_   _ _ __ ___   | \ | | ___ | |_ ___  ___
  | || '__| | | | | | | '_ ` _ \  |  \| |/ _ \| __/ _ \/ __|
  | || |  | | | | |_| | | | | | | | |\  | (_) | ||  __/\__ \
  |_||_|  |_|_|_|\__,_|_| |_| |_| |_| \_|\___/ \__\___||___/ 0.102.0

09:05:26.049 📦 Versions:    app=0.102.0 db=234 sync=36 clipper=1.0
09:05:26.049 🔧 Build:       2026-03-01 18:17:49 (b96b004262)
09:05:26.049 📂 Data dir:    /home/darkhan/.local/share/trilium-data
09:05:26.049 ⏰ UTC time:    2026-03-12 00:05:25
09:05:26.050 💻 CPU:         12th Gen Intel(R) Core(TM) i5-12450H (12-core @ 996 Mhz)
09:05:26.050 💾 DB size:     5.3 MiB
09:05:26.050 
09:05:26.068 Becca (note cache) load took 14ms
09:05:26.081 Updating attribute _help_Un4wj2Mak2Ky_ldocName from "User Guide/User Guide/Installation & Setup/Server Installation/Nix flake.clone" to "User Guide/User Guide/Installation & Setup/Desktop Installation/Nix flake"
09:05:26.086 Updating attribute _help_Un4wj2Mak2Ky_liconClass from "bx bx-file" to "bx bxl-tux"
09:05:26.088 Updating attribute _help_Un4wj2Mak2Ky_ldocName from "User Guide/User Guide/Installation & Setup/Desktop Installation/Nix flake" to "User Guide/User Guide/Installation & Setup/Server Installation/Nix flake.clone"
09:05:26.088 Updating attribute _help_Un4wj2Mak2Ky_liconClass from "bx bxl-tux" to "bx bx-file"
09:05:26.102 Trusted reverse proxy: false
09:05:26.102 App HTTP server starting up at port 37840
09:05:26.151 Registered global shortcut Ctrl+Alt+P for action createNoteIntoInbox
09:05:26.156 Listening on port 37840
09:05:26.373 CSRF token generation: Successful
09:05:26.475 200 GET /api/options with 8997 bytes took 0ms
09:05:26.478 200 GET /api/keyboard-actions with 23563 bytes took 1ms
09:05:26.480 200 GET /api/tree with 9733 bytes took 1ms
09:05:26.481 200 GET /api/autocomplete/notesCount with 3 bytes took 1ms
09:05:26.484 200 GET /api/options/locales with 1264 bytes took 1ms
09:05:26.517 200 GET /api/script/widgets with 2 bytes took 0ms
09:05:26.665 200 GET /api/keyboard-shortcuts-for-notes with 2 bytes took 0ms
09:05:26.666 200 GET /api/system-checks with 27 bytes took 0ms
09:05:26.667 200 POST /api/tree/load with 8817 bytes took 1ms
09:05:26.667 200 POST /api/tree/load with 7852 bytes took 0ms
09:05:26.682 200 POST /api/tree/load with 10119 bytes took 1ms
09:05:26.682 200 POST /api/tree/load with 10149 bytes took 0ms
09:05:26.689 200 GET /api/recent-changes/undefined with 2 bytes took 6ms
09:05:26.689 200 POST /api/tree/load with 14386 bytes took 0ms
09:05:26.692 200 POST /api/tree/load with 22949 bytes took 1ms
09:05:26.700 200 POST /api/tree/load with 14386 bytes took 0ms
09:05:26.725 200 POST /api/tree/load with 14386 bytes took 1ms
09:05:26.741 200 GET /api/notes/root/metadata with 181 bytes took 1ms
09:05:26.744 200 GET /api/search/note.parents.noteId%3D%22root%22%20%23!archived with 41 bytes took 3ms
09:05:26.745 200 GET /api/notes/root/attachments with 2 bytes took 1ms
09:05:26.746 200 GET /api/notes/root with 318 bytes took 0ms
09:05:26.782 200 GET /api/notes/root/attachments with 2 bytes took 1ms
09:05:26.783 200 GET /api/note-map/root/backlink-count with 11 bytes took 1ms
09:05:26.783 200 GET /api/notes/zWRU0NI2swTf/metadata with 181 bytes took 0ms
09:05:26.784 200 GET /api/notes/zWRU0NI2swTf/attachments with 2 bytes took 0ms
09:05:26.816 200 GET /api/notes/_template_text_snippet with 344 bytes took 0ms
09:05:26.836 200 GET /api/notes/_template_list_view with 323 bytes took 0ms
09:05:26.847 200 GET /api/search/%23workspace%20%23!template with 2 bytes took 0ms
09:05:26.848 200 GET /api/notes/_template_grid_view with 322 bytes took 0ms
09:05:26.851 200 GET /api/autocomplete?query=&activeNoteId=root&fastSearch=true with 6416 bytes took 0ms
09:05:26.855 200 GET /api/notes/zWRU0NI2swTf/blob with 5906 bytes took 3ms
09:05:26.856 200 GET /api/search/%23textSnippet with 2 bytes took 1ms
09:05:26.857 200 GET /api/notes/_template_calendar with 325 bytes took 1ms
09:05:26.859 200 GET /api/notes/_template_table with 320 bytes took 0ms
09:05:26.863 200 GET /api/notes/_template_geo_map with 320 bytes took 0ms
09:05:26.865 200 GET /api/notes/_template_board with 325 bytes took 0ms
09:05:26.867 200 GET /api/notes/_template_presentation with 331 bytes took 0ms
09:05:26.868 200 GET /api/search-templates with 16 bytes took 0ms
09:05:26.870 200 POST /api/tree/load with 10912 bytes took 1ms
09:05:26.872 200 GET /api/notes/W8rf8cSwRwJp with 339 bytes took 0ms
09:05:27.241 JS Info: CKEditor state changed to ready
09:05:28.670 200 GET /api/script/startup with 2 bytes took 3ms
09:05:30.098 Slow query took 25ms: SELECT COUNT(1) FROM notes
09:05:30.101 Table counts: notes: 613, revisions: 216, attachments: 21, branches: 628, attributes: 950, etapi_tokens: 0, blobs: 444
09:05:30.113 All consistency checks passed with no errors detected (took 40ms)
09:05:44.860 200 GET /api/tree?subTreeNoteId=6ZKWkNedwrGX with 12411 bytes took 1ms
09:05:45.079 204 PUT /api/branches/root_6ZKWkNedwrGX/expanded/1 with 0 bytes took 1ms
09:05:46.594 200 GET /api/tree?subTreeNoteId=nE9j2XF3Vzg9 with 13191 bytes took 1ms
09:05:46.811 204 PUT /api/branches/6ZKWkNedwrGX_nE9j2XF3Vzg9/expanded/1 with 0 bytes took 0ms
09:05:49.318 204 PUT /api/options with 0 bytes took 1ms
09:05:49.330 200 GET /api/notes/qTv63u3Jj94k/blob with 5416 bytes took 0ms
09:05:49.342 200 GET /api/notes/qTv63u3Jj94k/metadata with 181 bytes took 0ms
09:05:49.343 200 GET /api/search/note.parents.noteId%3D%22qTv63u3Jj94k%22%20%23!archived with 2 bytes took 0ms
09:05:49.344 200 GET /api/notes/qTv63u3Jj94k/attachments with 2 bytes took 0ms
09:05:49.345 200 GET /api/notes/qTv63u3Jj94k/attachments with 2 bytes took 1ms
09:05:49.345 200 GET /api/note-map/qTv63u3Jj94k/backlink-count with 11 bytes took 0ms
09:05:49.364 200 GET /api/search/%23textSnippet with 2 bytes took 1ms
09:05:49.494 JS Info: CKEditor state changed to ready
09:06:54.525 Created new note 'NIPdkaeyPw0g', branch 'nE9j2XF3Vzg9_NIPdkaeyPw0g' of type 'text', mime 'text/html'
09:06:54.525 200 POST /api/notes/nE9j2XF3Vzg9/children?target=into&targetBranchId= with 560 bytes took 6ms
09:06:54.528 200 POST /api/tree/load with 10915 bytes took 0ms
09:06:54.555 204 PUT /api/options with 0 bytes took 1ms
09:06:54.568 200 GET /api/notes/NIPdkaeyPw0g/blob with 155 bytes took 1ms
09:06:54.576 200 GET /api/notes/NIPdkaeyPw0g/metadata with 181 bytes took 0ms
09:06:54.577 200 GET /api/notes/NIPdkaeyPw0g/attachments with 2 bytes took 0ms
09:06:54.577 200 GET /api/notes/NIPdkaeyPw0g/attachments with 2 bytes took 0ms
09:06:54.578 200 GET /api/note-map/NIPdkaeyPw0g/backlink-count with 11 bytes took 0ms
09:06:54.628 200 GET /api/search-templates with 16 bytes took 1ms
09:07:00.144 Moved note NIPdkaeyPw0g, branch nE9j2XF3Vzg9_NIPdkaeyPw0g after note m9lymkonnaAn, branch nE9j2XF3Vzg9_m9lymkonnaAn
09:07:00.144 200 PUT /api/branches/nE9j2XF3Vzg9_NIPdkaeyPw0g/move-after/nE9j2XF3Vzg9_m9lymkonnaAn with 16 bytes took 1ms
09:13:24.427 204 PUT /api/options with 0 bytes took 0ms
09:13:24.437 200 GET /api/notes/36J3c58v4MNO/blob with 19187 bytes took 0ms
09:13:24.447 200 GET /api/notes/36J3c58v4MNO/metadata with 181 bytes took 0ms
09:13:24.447 200 GET /api/notes/36J3c58v4MNO/attachments with 2 bytes took 0ms
09:13:24.448 200 GET /api/notes/36J3c58v4MNO/attachments with 2 bytes took 1ms
09:13:24.448 200 GET /api/note-map/36J3c58v4MNO/backlink-count with 11 bytes took 0ms
09:13:39.635 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 5ms
09:13:40.668 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 3ms
09:13:40.704 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:40.733 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:41.782 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:41.810 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:41.833 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:42.879 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:13:42.904 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:42.928 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:42.949 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:43.993 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 3ms
09:13:44.011 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:44.043 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:13:44.102 Slow 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 31ms
09:13:44.104 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:45.189 Slow 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 27ms
09:13:45.191 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:45.209 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:46.257 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:47.286 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:13:48.312 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:13:48.335 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 0ms
09:13:48.356 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 0ms
09:13:49.412 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:13:49.445 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:49.469 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:50.516 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:13:50.539 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:50.559 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 0ms
09:13:50.582 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:51.764 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:13:52.788 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:13:52.811 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:52.833 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:56.377 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:13:57.401 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 0ms
09:13:57.427 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:13:58.454 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:14:08.463 200 GET /api/notes/36J3c58v4MNO/metadata with 181 bytes took 1ms
09:15:00.628 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:15:01.667 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:15:01.698 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 0ms
09:15:01.724 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 0ms
09:15:02.770 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:15:02.798 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:15:02.823 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:15:03.869 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 2ms
09:15:03.894 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:15:03.915 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 1ms
09:15:03.935 204 PUT /api/notes/36J3c58v4MNO/data with 0 bytes took 0ms
09:15:13.939 200 GET /api/notes/36J3c58v4MNO/metadata with 181 bytes took 1ms
09:16:15.665 204 PUT /api/options with 0 bytes took 1ms
09:16:15.674 200 GET /api/notes/DWCdJhUsYNKD/blob with 1764 bytes took 0ms
09:16:15.690 200 GET /api/notes/DWCdJhUsYNKD/metadata with 181 bytes took 0ms
09:16:15.691 200 GET /api/notes/DWCdJhUsYNKD/attachments with 2 bytes took 0ms
09:16:15.691 200 GET /api/notes/DWCdJhUsYNKD/attachments with 2 bytes took 0ms
09:16:15.692 200 GET /api/note-map/DWCdJhUsYNKD/backlink-count with 11 bytes took 0ms
09:16:16.802 204 PUT /api/options with 0 bytes took 1ms
09:16:16.809 200 GET /api/notes/jUGJqJDbAe9p/blob with 1676 bytes took 1ms
09:16:16.817 200 GET /api/notes/jUGJqJDbAe9p/metadata with 181 bytes took 0ms
09:16:16.817 200 GET /api/notes/jUGJqJDbAe9p/attachments with 2 bytes took 0ms
09:16:16.818 200 GET /api/notes/jUGJqJDbAe9p/attachments with 2 bytes took 1ms
09:16:16.818 200 GET /api/note-map/jUGJqJDbAe9p/backlink-count with 11 bytes took 0ms
09:16:17.388 200 GET /api/notes/RGcnNDfxWnz0/blob with 534 bytes took 0ms
09:16:17.395 200 GET /api/notes/RGcnNDfxWnz0/metadata with 181 bytes took 0ms
09:16:17.395 200 GET /api/notes/RGcnNDfxWnz0/attachments with 2 bytes took 0ms
09:16:17.396 200 GET /api/notes/RGcnNDfxWnz0/attachments with 2 bytes took 0ms
09:16:17.397 200 GET /api/note-map/RGcnNDfxWnz0/backlink-count with 11 bytes took 0ms
09:16:17.819 204 PUT /api/options with 0 bytes took 1ms
09:16:18.711 200 GET /api/notes/m9lymkonnaAn/blob with 1659 bytes took 0ms
09:16:18.718 200 GET /api/notes/m9lymkonnaAn/metadata with 181 bytes took 0ms
09:16:18.719 200 GET /api/notes/m9lymkonnaAn/attachments with 2 bytes took 0ms
09:16:18.720 200 GET /api/notes/m9lymkonnaAn/attachments with 2 bytes took 1ms
09:16:18.720 200 GET /api/note-map/m9lymkonnaAn/backlink-count with 11 bytes took 0ms
09:16:18.824 204 PUT /api/options with 0 bytes took 1ms
09:16:19.693 200 GET /api/notes/Wv2McZfKZxGR/blob with 310 bytes took 0ms
09:16:19.700 200 GET /api/notes/Wv2McZfKZxGR/metadata with 181 bytes took 1ms
09:16:19.700 200 GET /api/notes/Wv2McZfKZxGR/attachments with 2 bytes took 0ms
09:16:19.700 200 GET /api/notes/Wv2McZfKZxGR/attachments with 2 bytes took 0ms
09:16:19.701 200 GET /api/note-map/Wv2McZfKZxGR/backlink-count with 11 bytes took 0ms
09:16:19.831 204 PUT /api/options with 0 bytes took 1ms
09:16:21.810 204 PUT /api/options with 0 bytes took 1ms
09:16:21.815 200 GET /api/notes/7WL4d9psSIpB/blob with 537 bytes took 0ms
09:16:21.824 200 GET /api/notes/7WL4d9psSIpB/metadata with 181 bytes took 0ms
09:16:21.824 200 GET /api/notes/7WL4d9psSIpB/attachments with 2 bytes took 0ms
09:16:21.825 200 GET /api/notes/7WL4d9psSIpB/attachments with 2 bytes took 0ms
09:16:21.825 200 GET /api/note-map/7WL4d9psSIpB/backlink-count with 11 bytes took 0ms
09:16:25.111 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 2ms
09:16:29.937 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 2ms
09:16:33.209 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 2ms
09:16:37.706 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:16:42.123 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:16:47.212 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:16:48.225 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:16:52.015 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:02.018 200 GET /api/notes/7WL4d9psSIpB/metadata with 181 bytes took 0ms
09:17:11.210 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:21.213 200 GET /api/notes/7WL4d9psSIpB/metadata with 181 bytes took 0ms
09:17:25.708 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 2ms
09:17:26.717 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:27.727 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:27.728 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 0ms
09:17:28.740 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:29.751 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:30.761 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:30.762 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 0ms
09:17:30.764 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:30.766 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 0ms
09:17:31.777 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:31.778 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:31.780 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:31.782 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:31.783 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 0ms
09:17:32.797 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:32.798 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:34.772 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:35.783 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:17:45.789 200 GET /api/notes/7WL4d9psSIpB/metadata with 181 bytes took 1ms
09:18:02.116 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:18:12.121 200 GET /api/notes/7WL4d9psSIpB/metadata with 181 bytes took 1ms
09:18:14.271 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:18:15.737 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:18:17.158 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:18:18.852 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:18:19.861 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
09:18:20.867 204 PUT /api/notes/7WL4d9psSIpB/data with 0 bytes took 1ms
